M_sw,M_vlsi,bridge_reason,decision
attacker_controlled_reused_package_name,ic_functionality_or_feature_modification,Attacker-controlled reused package name can resolve to a package that modifies IC functionality or design features,keep
attacker_controlled_reused_package_name,malicious_hardware_component_insertion,Attacker-controlled reused package name can resolve to a package that inserts malicious hardware logic or components,keep
attacker_controlled_reused_package_name,extra_functionality_in_hardware,Attacker-controlled reused package name can resolve to a package that introduces extra hardware functionality,keep
attacker_controlled_reused_package_name,additional_functionality_in_implementation,Attacker-controlled reused package name can resolve to a package that adds unintended functionality during implementation,keep
attacker_controlled_reused_package_name,extra_behavior_beyond_specification,Attacker-controlled reused package name can resolve to a package that produces behavior beyond the intended specification,keep
attacker_controlled_reused_package_name,unprotected_confidential_data_path,Attacker-controlled reused package name can resolve to a package that weakens protection around confidential data paths,review
attacker_controlled_reused_package_name,redundant_logic_payload,Attacker-controlled reused package name can resolve to a package carrying hidden or redundant payload logic,keep
attacker_controlled_reused_package_name,hard_to_excite_trigger_signal,Attacker-controlled reused package name can resolve to a package that creates hard-to-excite trigger signals,review
attacker_controlled_reused_package_name,untestable_or_suspicious_logic,Attacker-controlled reused package name can resolve to a package that creates suspicious or difficult-to-test logic,keep
attacker_controlled_reused_package_name,malicious_design_alteration_before_fabrication,Attacker-controlled reused package name can cause a malicious package to alter design artifacts before fabrication,keep
attacker_controlled_reused_package_name,original_circuitry_modification,Attacker-controlled reused package name can resolve to a package that modifies the circuit representation,keep
attacker_controlled_reused_package_name,add_remove_or_bypass_logic,Attacker-controlled reused package name can resolve to a package that adds removes or bypasses design logic,keep
attacker_controlled_reused_package_name,presynthesis_structural_manipulation,Attacker-controlled reused package name can resolve to a package that manipulates design structure before synthesis,keep
attacker_controlled_reused_package_name,fsm_state_manipulation,Attacker-controlled reused package name can resolve to a package that alters FSM behavior,keep
attacker_controlled_reused_package_name,embedded_trojan_states,Attacker-controlled reused package name can resolve to a package that embeds Trojan states into FSM logic,keep
attacker_controlled_reused_package_name,hidden_fsm_driver,Attacker-controlled reused package name can resolve to a package that hides driver behavior inside FSM logic,keep
attacker_controlled_reused_package_name,unremovable_trojan_in_functionality,Attacker-controlled reused package name can resolve to a package that merges Trojan behavior with intended functionality,keep
attacker_controlled_reused_package_name,rtl_design_attack,Attacker-controlled reused package name can cause the flow to consume a package that modifies RTL or design logic,keep
attacker_controlled_reused_package_name,functional_test_evasion,Attacker-controlled reused package name can resolve to a package that helps malicious behavior pass functional tests,review
attacker_controlled_reused_package_name,malicious_firmware_modification,Attacker-controlled reused package name can resolve to a package that modifies firmware or bitstream-like content,review
